Age,CreditScore,Balance,EstimatedSalary,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain,Tenure,HasCrCard,IsActiveMember,NumOfProducts
0.31058727733419406,-0.48769629511511015,1.4519177204322373,-0.027233426068566827,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0
-0.27019651466179856,-0.787750750472672,-1.2170740485175422,-0.7652197648107111,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0
3.6016954319781522,1.333323847744575,0.7330730301194345,-0.6086025184915145,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0
-0.1733992159957998,-0.7463639290440427,1.2297811939569439,0.35417859597594825,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0
1.0849656666621843,-0.6946304022582562,-1.2170740485175422,0.9168963169660705,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
0.2137899786681953,-0.2186819558290203,0.5111970829294191,-0.9341658424946724,0.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0
-0.5605884106597949,-1.925888339759975,-1.2170740485175422,1.3535353246708484,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0
0.31058727733419406,0.8263352852438672,0.40722434058167367,1.6058901892808604,0.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0
0.6009791733321904,0.3917736602432605,-0.28818010971749425,1.7037999739126726,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0445749039897887,1.8920459370310694,-1.2170740485175422,-0.44482114158950237,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0
0.8913710693301867,-0.2807621879719641,0.7503458519597337,-1.2148719397804286,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0
0.9881683679961855,-0.37388253618637984,-1.2170740485175422,-0.8695338479938279,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0
-0.27019651466179856,-0.6739369915439416,0.4499371595663039,1.6388900005687983,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
-0.36699381332779735,-0.0014011433287169732,1.7057536124726858,-1.0947812525987233,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
-0.07660191732980101,-0.6946304022582562,0.46413913249440925,1.3363168141454302,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
0.020195381336197752,1.6230315977449794,0.7797401920026177,1.2452281223752477,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0
0.7945737706641879,2.057593222745586,0.9900834562287731,-0.9655663186869808,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
-1.1413722026557875,0.9091089281011256,0.37318940657987115,0.12370386707002338,1.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0
0.2137899786681953,0.050332383457069536,-1.2170740485175422,1.0283317379939645,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
0.8913710693301867,-0.5187364111865821,1.4133261051099593,-1.0096685840910224,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0
1.181762965328183,1.405750785244676,-0.2825078082614049,0.7424299760751583,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.020195381336197752,-1.1395387326160202,0.5487052285522684,-1.297167245746383,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0
-0.94777760532379,0.3193467227431594,0.40672825935134177,-1.1701691844100923,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0
0.9881683679961855,-0.45665617904363826,0.7113137756617233,0.05583110545676036,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0
-1.5285613973197827,0.4538538923862043,-1.2170740485175422,0.7288269300513242,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
-0.07660191732980101,1.9023926423882267,0.1786421339078648,1.3228745018205694,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0
0.2137899786681953,-1.925888339759975,0.6672815027760676,1.190234061415121,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
0.020195381336197752,-2.319063143331953,-1.2170740485175422,-1.243604306151466,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,2.0
1.0849656666621843,-0.7256705183297281,-1.2170740485175422,-0.3332435999641393,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0
-0.07660191732980101,-1.2223123754732785,0.9577314368090656,0.9236558300339376,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
-0.6573857093257937,-1.7913811701169302,-0.07272364012050354,0.18673861392587426,1.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0
1.0849656666621843,0.7746017584580807,0.30210398841431074,-1.6487344641850825,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0
-1.1413722026557875,1.3436705531017323,-1.2170740485175422,-0.46774187143564466,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0
1.2785602639941818,0.6194011781007212,-1.2170740485175422,1.0428600465122142,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0
-0.5605884106597949,0.8677221066724964,-1.2170740485175422,0.8630912330973756,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0
-0.27019651466179856,0.5987077673864065,-1.2170740485175422,-0.5250310843700741,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0
1.7625467573241755,0.5780143566720919,0.26269800254347087,1.1168860907378009,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.07660191732980101,-1.7913811701169302,1.5464789048434167,-0.8356381724745987,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
0.5041818746661916,0.42281377631473244,-1.2170740485175422,1.0299947403339926,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0
-0.27019651466179856,0.029638972742754933,-1.2170740485175422,0.9981381561777141,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0
-0.07660191732980101,0.3503868388146313,-1.2170740485175422,-1.112850921120978,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0
0.7945737706641879,-1.098151911187391,0.4835633007720162,-0.5571491217185139,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0
-0.94777760532379,-0.16694842904323381,0.47734990747493616,0.8696875771071942,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0
0.11699268000219652,-0.2186819558290203,0.6899785854572902,-0.692794099406072,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.1733992159957998,1.333323847744575,0.3132265925646329,0.46013846003134606,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0
0.5041818746661916,-1.067111795115919,-1.2170740485175422,-1.4415398545431342,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0
0.31058727733419406,0.5780143566720919,-1.2170740485175422,0.9234481286956542,1.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0
0.6977764719981892,-1.2636991969019078,-1.2170740485175422,0.4636445073287589,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
0.020195381336197752,-0.6946304022582562,0.5944051445628312,0.48517429923443406,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
-0.07660191732980101,0.7435616423866088,-1.2170740485175422,-0.09468487056179344,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0
1.568952159992178,-1.5741003576166268,0.8215473331999213,0.40724454836527324,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0
-0.1733992159957998,1.923086053102541,0.2940223332705303,0.7108527623956669,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0
-0.1733992159957998,-0.22902866118617762,0.3831536305144543,-1.2998162206034904,1.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,3.0
0.6009791733321904,0.8056418745295526,0.24723460725165383,-0.4996934345958619,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0
0.40738457600019284,0.029638972742754933,0.14406562580852905,-0.30924435395605415,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,2.0
-1.5285613973197827,1.095349624529957,0.07977745286116501,-0.10205965970462735,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
-0.7541830079917924,0.6090544727435638,-1.2170740485175422,-1.5707537447295588,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0
-0.7541830079917924,0.6297478834578785,-1.2170740485175422,1.225936947322483,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0
-1.334966799987785,-1.0774585004730763,0.3605730931644019,-0.8271330288123611,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0
-0.27019651466179856,-0.0014011433287169732,-1.2170740485175422,-0.14275137867785417,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,2.0
-0.8509803066577912,0.10206591024285605,-1.2170740485175422,-0.48119427310524604,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0
-0.7541830079917924,1.1574298566729009,1.0972156219404017,0.7028493027029522,0.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,2.0
-0.4637911119937961,-0.6428968754724697,-1.2170740485175422,1.3575079171854119,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0
-0.7541830079917924,-1.274045902259065,0.7274259667557501,-1.6428128885933568,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
-0.6573857093257937,-1.5947937683309414,-1.2170740485175422,-0.5652515613622198,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0
0.020195381336197752,-1.5741003576166268,-1.2170740485175422,-0.3209401659154463,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0
0.020195381336197752,0.9298023388154402,1.0919313762490632,1.2936795911794343,0.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0
-0.5605884106597949,-0.07382808082881809,1.053309057260229,-0.07281099720961454,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
-0.1733992159957998,1.5609513656020357,0.6407262070004849,0.3465898431429226,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0
0.2137899786681953,-0.5808166433295259,-1.2170740485175422,-1.6332840243483717,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0
-0.07660191732980101,0.6814814102436649,-1.2170740485175422,1.0214828124571877,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0
-0.36699381332779735,1.4471376066733053,0.8699486896109144,1.4274608233574673,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
-1.0445749039897887,-1.40855307190211,-1.2170740485175422,-0.09944860686740743,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0
-2.0125478906497762,-0.8394842772584584,0.11343027892891051,-0.48788577007322326,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
-0.5605884106597949,-1.305086018330537,0.5967466608301724,1.3102208979276841,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.0445749039897887,0.4124670709575751,-1.2170740485175422,-0.12165107974053957,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
-1.2381695013217864,-2.2155960897603797,0.7267979079848796,-0.36537555365015245,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.6009791733321904,0.5987077673864065,0.7588549471525914,-1.7368826338259933,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0
-1.6253586959857813,0.6814814102436649,0.4074915107063695,-0.26369948620830413,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0
-0.1733992159957998,2.057593222745586,2.203381921793805,-0.5303135521587385,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0
-0.8509803066577912,-0.8394842772584584,0.8953150622563822,-0.9029309707194881,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
-0.7541830079917924,-0.6015100540438405,0.5948174739069015,1.339624901540861,0.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0
2.5369251466521656,0.19518625845727178,-1.2170740485175422,1.3533114455901356,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.7945737706641879,0.29865331202884476,-1.2170740485175422,1.3913665404558513,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0
-0.07660191732980101,0.888415517386811,1.1344537038992988,1.7161889934374426,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0
0.9881683679961855,-0.9429513308300315,-1.2170740485175422,0.003764520059429459,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0
-0.07660191732980101,-0.6739369915439416,-1.2170740485175422,-0.22075192891441986,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
-1.2381695013217864,-1.1084986165445483,-1.2170740485175422,0.005944166431871916,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0
-0.5605884106597949,-0.30145559868627875,0.34103446933397674,-0.8924707555823994,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0
-1.6253586959857813,-1.2636991969019078,-1.2170740485175422,0.8925789086902121,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0
-0.5605884106597949,0.24691978524305827,-1.2170740485175422,-0.9482350858272174,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0
-1.5285613973197827,-0.0014011433287169732,0.6418006745777818,-0.512431406285286,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0
0.11699268000219652,-1.8120745808312448,-1.2170740485175422,-1.341591326456811,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0
0.5041818746661916,1.6540717138164513,-1.2170740485175422,-0.37259187049886866,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0
-0.07660191732980101,0.8159885798867099,0.6937286123338886,1.1038927542539037,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0
-1.9157505919837776,-0.37388253618637984,-1.2170740485175422,1.0448078119098392,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0
-1.4317640986537838,-1.8017278754740875,0.3209324091094127,1.0931458625628019,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
-0.94777760532379,1.5092178388162492,-1.2170740485175422,0.5760789474402076,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
0.40738457600019284,-0.9429513308300315,0.31232927389071447,0.4057090544682619,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0
2.2465332506541693,2.057593222745586,0.7871576191348196,-0.503470328613298,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.27019651466179856,2.057593222745586,0.9849130230815293,-0.014595478055451864,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
-0.94777760532379,-0.33249571475775064,-1.2170740485175422,1.6430221091027972,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0
-0.7541830079917924,2.057593222745586,0.8741440000286727,-1.6593924652699337,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
1.8593440559901744,1.7161519459593952,0.6207668947125813,-0.9920188410550467,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
-0.27019651466179856,2.057593222745586,1.2774872971854396,1.2099707332244563,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
0.020195381336197752,1.6954585352450806,-1.2170740485175422,-0.25555286219280243,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0
-0.1733992159957998,0.2883066066716875,-0.023327870718313923,1.648377811617942,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0
-1.4317640986537838,0.5676676513149347,1.0507947323983944,-1.3125858519608944,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
-0.4637911119937961,-1.9672751611886043,-0.193662489147345,1.1815942771868597,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0
-1.6253586959857813,0.3607335441717886,-1.2170740485175422,1.0283435668809022,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0
-0.36699381332779735,-0.9946848576158179,-1.2170740485175422,0.03145629228841155,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
-0.27019651466179856,-1.2223123754732785,0.15433013481707833,0.9893336373034276,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0
-0.27019651466179856,2.057593222745586,-1.2170740485175422,-1.0271264556227042,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0
-1.1413722026557875,0.34004013345747397,0.9467126785676205,-0.48938473358410417,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
1.0849656666621843,-1.3154327236876944,-1.2170740485175422,-1.1832035740898312,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0
-1.1413722026557875,-0.26006877725764954,0.6329348702954535,-1.2690179739196732,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0
0.31058727733419406,0.20553296381442906,-1.2170740485175422,1.6933362796911906,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0
-0.5605884106597949,1.8920459370310694,-1.2170740485175422,-0.5840253965656916,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0
0.40738457600019284,0.6297478834578785,1.0615839365254798,-0.1557487161088037,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
-0.1733992159957998,-0.24972207190049223,1.1517953276730335,0.5770630064608703,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
0.020195381336197752,-0.09452149154313269,0.8447982071444277,-0.662172938117877,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
-0.6573857093257937,1.126389740601429,-1.2170740485175422,0.10629226736077346,1.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0
-0.07660191732980101,2.057593222745586,-1.2170740485175422,-1.580263126101941,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
-0.8509803066577912,0.039985678099912235,0.11996581959656243,1.4681894206252637,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
-1.2381695013217864,-0.26006877725764954,1.171870703035564,0.08077266147278822,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,3.0
-0.8509803066577912,-0.35318912547206527,-1.2170740485175422,-0.12588703894368028,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0
-1.1413722026557875,-0.5497765272580539,0.24129417115778315,0.16416909764924212,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,2.0
-0.5605884106597949,-0.33249571475775064,1.479278706138612,-0.6025115114898321,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0
0.6009791733321904,-0.1772951344003911,-1.2170740485175422,0.7584337642846335,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
1.7625467573241755,0.919455633458283,0.6056364171874583,-0.6042658397951861,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
0.020195381336197752,-0.5187364111865821,-0.049247391618341796,-1.010339873424722,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0
-0.7541830079917924,-0.9636447415443461,-1.2170740485175422,1.1630855482141624,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0
-0.6573857093257937,0.7021748209579796,-1.2170740485175422,-0.4104349151708087,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0
0.2137899786681953,-0.38422924154353716,0.7370047069604773,-1.7266676941386367,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0
-1.4317640986537838,1.1677765620300582,0.3606862626997724,-1.270125540436301,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0
-0.8509803066577912,0.09171920488569875,1.1347514169383701,-0.052373811757675325,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0
-0.27019651466179856,1.1367364459585863,0.5228932508612788,-0.007213382835391906,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0
-0.6573857093257937,-1.5327135361879978,0.3946736140560212,1.0100227084654463,0.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,2.0
-1.1413722026557875,1.0125759816726987,-1.2170740485175422,0.5718950005487475,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0
-0.5605884106597949,1.1677765620300582,1.4990714791670776,0.33266689530911847,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0
0.5041818746661916,0.8987622227439683,-1.2170740485175422,-0.9887535463976547,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0
0.9881683679961855,-1.2947393129733797,-1.2170740485175422,0.25538181877804794,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
-1.1413722026557875,-0.1462550183289192,0.8556684303706992,-0.9232058568844769,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0
0.6977764719981892,-0.653243580829627,-1.2170740485175422,-0.6597645419465707,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0
0.2137899786681953,0.8159885798867099,1.4762535108458004,0.49382330303633737,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
-0.7541830079917924,-0.5911633486866832,-1.2170740485175422,-1.637597741087704,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0
1.9561413546561732,1.7161519459593952,0.6952753698187407,0.3646235031417063,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.6573857093257937,-0.5083897058294248,1.7522736861103234,0.2422016554622272,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,2.0
2.2465332506541693,0.4745473031005189,-1.2170740485175422,0.5101988314132435,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0
0.2137899786681953,-0.1359083129717619,-1.2170740485175422,-0.97360926598756,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0
-0.5605884106597949,1.612684892387822,0.4218421794018296,1.3619738438669533,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,2.0
-1.4317640986537838,0.2883066066716875,0.6307523379350463,0.6246619256344629,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,2.0
0.5041818746661916,-0.653243580829627,1.265096197575445,-0.8790717578582359,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0
1.9561413546561732,1.5092178388162492,0.8617963035075275,-0.10844551910864716,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0
-1.2381695013217864,0.3710802495289459,1.0772055119633261,0.9349527649676307,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
1.4721548613261792,0.54697424060062,0.9314899292906469,0.7864929278255548,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0
-0.8509803066577912,-0.8394842772584584,1.6149537075907692,-0.048939781507205155,1.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0
-0.8509803066577912,0.2883066066716875,0.5920859728486385,1.3842671208427524,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
